file_id,volume,unit_type,unit_number,title,frequency_key,word_count,source_pdf_pages,est_minutes_150wpm,notes
V02_09_CHAPTER_NINE.txt,2,chapter,9,Sister Teresa,110.4 Hz · Reims,4039,291-308,26.9,
V02_10_CHAPTER_TEN.txt,2,chapter,10,Andrew's Algorithm,3.915 Hz · Iceland,2245,309-318,15.0,
V02_11_CHAPTER_ELEVEN.txt,2,chapter,11,Nadia's Frequency,109 Hz · Kansas City,2365,319-330,15.8,
V02_12_CHAPTER_TWELVE.txt,2,chapter,12,The Monthly Call,109 Hz · Kansas City,2659,331-344,17.7,
V02_13_CHAPTER_THIRTEEN.txt,2,chapter,13,The Volta Region,111.5 Hz · Ghana,2440,345-354,16.3,
V02_14_CHAPTER_FOURTEEN.txt,2,chapter,14,Seven Heavens,111.2 Hz · Prague,1741,355-362,11.6,
V02_15_CHAPTER_FIFTEEN.txt,2,chapter,15,The Fall,444.8 Hz · Iceland,1770,363-370,11.8,
V02_16_CHAPTER_SIXTEEN.txt,2,chapter,16,Senator Holt,109 Hz · Kansas City,1710,371-378,11.4,
V02_17_CHAPTER_SEVENTEEN.txt,2,chapter,17,The Mirror Guild,111.2 Hz · Prague,1150,379-384,7.7,
V02_18_CHAPTER_EIGHTEEN.txt,2,chapter,18,The Vance Doctrine,556.0 Hz · Iceland,1369,385-390,9.1,
V02_19_CHAPTER_NINETEEN.txt,2,chapter,19,Andrew's Choice,3.915 Hz · Iceland,1997,391-398,13.3,
V02_20_CHAPTER_TWENTY.txt,2,chapter,20,The Forgetting,3.915 Hz · Iceland,2202,399-408,14.7,
V02_21_CHAPTER_TWENTY-ONE.txt,2,chapter,21,The Gospel of Thomas,667.2 Hz · Iceland,2050,409-418,13.7,
V02_22_CHAPTER_TWENTY-TWO.txt,2,chapter,22,Nadia Goes to Ghana,778.4 Hz · Iceland,2124,419-428,14.2,
V02_23_CHAPTER_TWENTY-THREE.txt,2,chapter,23,Andrew's Gift,3.915 Hz · Iceland,1335,429-434,8.9,
V02_24_CHAPTER_TWENTY-FOUR.txt,2,chapter,24,The Hearing,"109 Hz · Washington, D.C.",2859,435-446,19.1,
V02_25_CHAPTER_TWENTY-FIVE.txt,2,chapter,25,The Second Chamber,109 Hz · Kansas City,2306,447-456,15.4,
V02_26_CHAPTER_TWENTY-SIX.txt,2,chapter,26,Coda: The Grimoire,109 Hz · Kansas City / Iceland,1654,457-464,11.0,
V03_00_PROLOGUE.txt,3,prologue,0,"The Listening. Mýrdalsjökull, Present Day.",,290,467-468,1.9,
V03_01_CHAPTER_ONE.txt,3,chapter,1,The Return,109 Hz · Kansas City,1646,469-476,11.0,
V03_02_CHAPTER_TWO.txt,3,chapter,2,The Classroom,109 Hz · Kansas City,1550,477-484,10.3,
V03_03_CHAPTER_THREE.txt,3,chapter,3,Nadia's Decision,109 Hz · Kansas City,1362,485-492,9.1,
V03_04_CHAPTER_FOUR.txt,3,chapter,4,Peter's Question,3.915 Hz · Kansas City,1718,493-500,11.5,
V03_05_CHAPTER_FIVE.txt,3,chapter,5,Yuki's World,109 Hz · Kansas City,2297,501-510,15.3,
V03_06_CHAPTER_SIX.txt,3,chapter,6,The Twelve,109 Hz · Kansas City,1227,511-516,8.2,
V03_07_CHAPTER_SEVEN.txt,3,chapter,7,The Keeper Returns,109 Hz · Kansas City,1278,517-522,8.5,
V03_08_CHAPTER_EIGHT.txt,3,chapter,8,Morning Coffee,107.3 Hz · Kansas City,1251,523-530,8.3,
V03_09_CHAPTER_NINE.txt,3,chapter,9,The Institution,109 Hz · Kansas City,849,531-536,5.7,
V03_10_CHAPTER_TEN.txt,3,chapter,10,The Pharisees,109 Hz · Kansas City,1225,537-542,8.2,
V03_11_CHAPTER_ELEVEN.txt,3,chapter,11,Crane's Argument,109 Hz · Kansas City,1367,543-548,9.1,
V03_12_CHAPTER_TWELVE.txt,3,chapter,12,Barabbas,109 Hz · Kansas City,970,549-554,6.5,
V03_13_CHAPTER_THIRTEEN.txt,3,chapter,13,Blake's Cost,111.2 Hz · Kansas City,2262,555-564,15.1,
V03_14_CHAPTER_FOURTEEN.txt,3,chapter,14,Hour One,111.2 Hz · Kansas City,1674,565-572,11.2,
V03_15_CHAPTER_FIFTEEN.txt,3,chapter,15,Hour Seventy-Two,111.2 Hz · Kansas City,1851,573-582,12.3,
V03_16_CHAPTER_SIXTEEN.txt,3,chapter,16,The Distribution,111.2 Hz · Kansas City,920,583-588,6.1,
V03_17_CHAPTER_SEVENTEEN.txt,3,chapter,17,The Morning After,111.2 Hz · Kansas City,2654,589-602,17.7,
V03_18_CHAPTER_EIGHTEEN.txt,3,chapter,18,The Nine Hundred,108 Hz · Global,1730,603-610,11.5,
V03_19_CHAPTER_NINETEEN.txt,3,chapter,19,The Frequency of Her Silence,107.3 Hz · Kansas City,2138,611-620,14.3,
V03_20_CHAPTER_TWENTY.txt,3,chapter,20,Nadia's Departure,67 Hz · Kansas City,1695,621-628,11.3,
V03_21_CHAPTER_TWENTY-ONE.txt,3,chapter,21,The Empty Kitchen,53.6 Hz · Kansas City,937,629-634,6.2,
V03_22_CHAPTER_TWENTY-TWO.txt,3,chapter,22,Blake's Sabbath,107.3 Hz · Kansas City,2098,635-644,14.0,
V03_23_CHAPTER_TWENTY-THREE.txt,3,chapter,23,Andrew's Departure,3.915 Hz · Kansas City,2046,645-654,13.6,
V03_24_CHAPTER_TWENTY-FOUR.txt,3,chapter,24,Nadia's Morning,107.8 Hz · Kansas City,1339,655-660,8.9,
V03_25_CHAPTER_TWENTY-FIVE.txt,3,chapter,25,The Word,— · Kansas City,1105,661-666,7.4,
V03_26_CHAPTER_TWENTY-SIX.txt,3,chapter,26,Coda: In the Beginning,— · Coda,1954,667-674,13.0,
V03_27_CHAPTER_TWENTY-SEVEN.txt,3,chapter,27,Mýrdalsjökull,,1713,675-682,11.4,
